1983000010,1,,1983,,,0,,,
1983000020,2,,1983,,,0,,,
1983000030,3,,1983,,,0,,,
1983000040,4,,1983,,,0,,,
1983000050,5,,1983,,,0,,,
1983000060,6,,1983,,,0,,,
1983000070,7,,1983,,,0,,,
1983000080,8,,1983,,,0,,,
1983000090,9,,1983,,,0,,,
1983000100,10,,1983,,,0,,,
1984000110,11,,1984,,,0,,,
1984000120,12,,1984,,,0,,,
1984000130,13,,1984,,,0,,,
1984000140,14,,1984,,,0,,,
1984000150,15,,1984,,,0,,,
1984000160,16,,1984,,,0,,,
1984000170,17,,1984,,,0,,,
1984000180,18,,1984,,,0,,,
1984000190,19,,1984,,,0,,,
1984000200,20,,1984,,,0,,,
1984000210,21,,1984,,,0,,,
1984000220,22,,1984,,,0,,,
1984000230,23,,1984,,,0,,,
1984000240,24,,1984,,,0,,,
1984000250,25,,1984,,,0,,,
1984000260,26,,1984,,,0,,,
1984000270,27,,1984,,,0,,,
1984000280,28,,1984,,,0,,,
1984000290,29,,1984,,,0,,,
1984000300,30,,1984,,,0,,,
1984000310,31,,1984,,,0,,,
1984000320,32,,1984,,,0,,,
1984000330,33,,1984,,,0,,,
1984000340,34,,1984,,,0,,,
1984000350,35,,1984,,,0,,,
1984000360,36,,1984,,,0,,,
1984000370,37,,1984,,,0,,,
1984000380,38,,1984,,,0,,,
1984000390,39,,1984,,,0,,,
1984000400,40,,1984,,,0,,,
1984000410,41,,1984,,,0,,,
1984000420,42,,1984,,,0,,,
1984000430,43,,1984,,,0,,,
1984000440,44,,1984,,,0,,,
1984000450,45,,1984,,,0,,,
1984000460,46,,1984,,,0,,,
1984000470,47,,1984,,,0,,,
1984000480,48,,1984,,,0,,,
1984000490,49,,1984,,,0,,,
1984000500,50,,1984,,,0,,,
1984000510,51,,1984,,,0,,,
1984000520,52,,1984,,,0,,,
1984000530,53,,1984,,,0,,,
1984000540,54,,1984,,,0,,,
1984000550,55,,1984,,,0,,,
1984000560,56,,1984,,,0,,,
1984000570,57,,1984,,,0,,,
1984000580,58,,1984,,,0,,,
1984000590,59,,1984,,,0,,,
1984000600,60,,1984,,,0,,,
1984000610,61,,1984,,,0,,,
1984000620,62,,1984,,,0,,,
1984000630,63,,1984,,,0,,,
1984000640,64,,1984,,,0,,,
1984000650,65,,1984,,,0,,,
1984000660,66,,1984,,,0,,,
1984000670,67,,1984,,,0,,,
1984000680,68,,1984,,,0,,,
1984000690,69,,1984,,,0,,,
1984000700,70,,1984,,,0,,,
1984000710,71,,1984,,,0,,,
1984000720,72,,1984,,,0,,,
1984000730,73,,1984,,,0,,,
1984000740,74,,1984,,,0,,,
1984000750,75,,1984,,,0,,,
1984000760,76,,1984,,,0,,,
1984000770,77,,1984,,,0,,,
1984000780,78,,1984,,,0,,,
1984000790,79,,1984,,,0,,,
1984000800,80,,1984,,,0,,,
1984000810,81,,1984,,,0,,,
1984000820,82,,1984,,,0,,,
1984000830,83,,1984,,,0,,,
1984000840,84,,1984,,,0,,,
1984000850,85,,1984,,,0,,,
1984000860,86,,1984,,,0,,,
1984000870,87,,1984,,,0,,,
1984000880,88,,1984,,,0,,,
1984000890,89,,1984,,,0,,,
1984000900,90,,1984,,,0,,,
1984000910,91,,1984,,,0,,,
1984000920,92,,1984,,,0,,,
1984000930,93,,1984,,,1984000840,,,
1984000940,94,,1984,,,0,,,
1984000950,95,,1984,,,0,,,
1984000960,96,,1984,,,0,,,
1984000970,97,,1984,,,0,,,
1984000980,98,,1984,,,0,,,
1984000990,99,,1984,,,0,,,
1984001000,100,,1984,,,0,,,
1984001010,101,,1984,,,0,,,
1984001020,102,,1984,,,0,,,
1984001030,103,,1984,,,1984000820,,,
1984001040,104,,1984,,,1984000210,,,
1984001050,105,,1984,,,1984001740,,,
1984001060,106,,1984,,,0,,,
1984001070,107,,1984,,,0,,,
1984001080,108,,1984,,,0,,,
1984001090,109,,1984,,,0,,,
1984001100,110,,1984,,,0,,,
1984001110,111,,1984,,,1984001140,,,
1984001120,112,,1984,,,0,,,
1984001130,113,,1984,,,0,,,
1984001140,114,,1984,,,1984001110,,,
1984001150,115,,1984,,,0,,,
1984001160,116,,1984,,,0,,,
1984001170,117,,1984,,,0,,,
1984001180,118,,1984,,,0,,,
1984001190,119,,1984,,,0,,,
1984001200,120,,1984,,,0,,,
1984001210,121,,1984,,,0,,,
1984001220,122,,1984,,,0,,,
1984001230,123,,1984,,,0,,,
1984001240,124,,1984,,,0,,,
1984001250,125,,1984,,,0,,,
1984001260,126,,1984,,,0,,,
1984001270,127,,1984,,,0,,,
1984001280,128,,1984,,,0,,,
1984001290,129,,1984,,,0,,,
1984001300,130,,1984,,,0,,,
1984001310,131,,1984,,,0,,,
1984001320,132,,1984,,,0,,,
1984001330,133,,1984,,,0,,,
1984001340,134,,1984,,,0,,,
1984001350,135,,1984,,,0,,,
1984001360,136,,1984,,,0,,,
1984001370,137,,1984,,,0,,,
1984001380,138,,1984,,,0,,,
1984001390,139,,1984,,,0,,,
1984001400,140,,1984,,,0,,,
1984001410,141,,1984,,,0,,,
1984001420,142,,1984,,,0,,,
1984001430,143,,1984,,,0,,,
1984001440,144,,1984,,,0,,,
1984001450,145,,1984,,,0,,,
1984001460,146,,1984,,,0,,,
1984001470,147,,1984,,,0,,,
1984001480,148,,1984,,,0,,,
1984001490,149,,1984,,,0,,,
1984001500,150,,1984,,,0,,,
